Datum,Tagesertrag,Einsparung,Netzeinspeisung,Eigenverbrauch Elektrolyseur,Eigenverbrauch Batterie,Produktionsrate,Wassernutzung,Energieverbrauch,EL-Tank,SoC,Leistung
01.01.2024 12:04:30,27.68,271,21.99,5.16,0.53,688.55,0.27,0.53,273,88,841.7
01.01.2024 12:04:31,36.75,272,18.92,17.66,0.17,757.82,0.06,0.72,604,52,322.5
01.01.2024 12:04:32,56.91,273,5.4,11.45,40.06,754.19,0.9,0.2,839,66,681.6
01.01.2024 12:04:33,51.85,274,1.34,39.78,10.73,43.02,0.84,0.11,174,36,124.1
01.01.2024 12:04:34,64.62,275,48.45,1.33,14.84,629.02,0.37,0.5,977,1,945.2
01.01.2024 12:04:35,38.44,276,13.56,0.53,24.35,445.93,0.35,0.57,799,37,267.0
01.01.2024 12:04:36,97.92,277,86.5,4.32,7.1,498.68,0.8,0.2,890,25,314.3
01.01.2024 12:04:37,67.91,278,32.66,33.37,1.88,674.18,0.47,0.11,656,99,790.9
01.01.2024 12:04:38,16.26,279,6.14,3.18,6.94,642.55,0.68,0.72,340,46,83.2
01.01.2024 12:04:39,67.67,280,46.27,3.79,17.61,36.17,0.88,1.0,889,17,122.9
01.01.2024 12:04:40,6.22,281,1.51,0.63,4.08,501.12,0.27,0.05,160,87,362.6
01.01.2024 12:04:41,83.86,282,28.52,47.81,7.53,478.89,0.65,0.47,64,9,715.7
01.01.2024 12:04:42,21.4,283,2.17,7.83,11.4,245.91,0.78,0.75,258,68,777.5
01.01.2024 12:04:43,75.77,284,10.5,8.92,56.35,674.3,0.13,0.48,555,41,91.3
01.01.2024 12:04:44,17.97,285,5.21,6.81,5.95,246.6,0.73,0.93,376,51,742.8
01.01.2024 12:04:45,82.51,286,60.86,12.5,9.15,70.93,0.11,0.37,625,31,689.5
01.01.2024 12:04:46,76.2,287,29.32,39.05,7.83,904.05,0.13,0.25,950,82,13.4
01.01.2024 12:04:47,61.25,288,14.22,26.47,20.56,476.65,0.09,0.3,111,11,16.1
01.01.2024 12:04:48,95.5,289,87.25,6.87,1.38,959.95,0.45,0.19,786,2,0.0
01.01.2024 12:04:49,90.91,290,33.14,0.44,57.33,539.61,0.95,0.56,827,48,643.7
01.01.2024 12:04:50,70.9,291,53.32,5.66,11.92,536.26,0.41,0.94,584,42,99.1
01.01.2024 12:04:51,44.43,292,1.71,3.31,39.41,102.27,0.76,0.19,288,93,387.5
01.01.2024 12:04:52,11.33,293,10.1,0.94,0.29,723.11,0.02,0.03,414,63,978.1
01.01.2024 12:04:53,99.75,294,25.42,38.15,36.18,6.61,0.14,0.89,491,7,1.0
01.01.2024 12:04:54,60.1,295,10.41,39.8,9.89,604.79,0.15,0.08,610,89,527.7
01.01.2024 12:04:55,31.1,296,6.31,21.78,3.01,562.1,0.94,0.25,691,46,487.0
01.01.2024 12:04:56,24.7,297,2.57,11.85,10.28,168.31,0.66,0.1,128,89,815.1
01.01.2024 12:04:57,48.63,298,10.78,10.53,27.32,317.83,0.53,0.51,388,57,679.8
01.01.2024 12:04:58,45.15,299,25.31,16.08,3.76,54.08,0.58,0.85,164,77,950.6
01.01.2024 12:04:59,23.78,300,2.31,7.7,13.77,254.18,0.88,0.21,245,90,578.4
01.01.2024 12:05:00,51.69,301,15.75,11.37,24.57,782.01,0.21,0.91,107,56,737.9
01.01.2024 12:05:01,99.68,302,84.37,7.71,7.6,272.11,0.8,0.25,720,71,116.4
01.01.2024 12:05:02,35.78,303,26.2,1.93,7.65,585.42,0.85,0.79,576,68,403.4
01.01.2024 12:05:03,81.0,304,43.59,27.93,9.48,249.76,0.26,0.35,54,16,364.3
01.01.2024 12:05:04,9.02,305,0.85,1.21,6.96,501.54,0.45,0.21,869,88,583.4
01.01.2024 12:05:05,39.58,306,31.7,2.05,5.83,781.73,0.19,0.86,357,80,435.2
01.01.2024 12:05:06,62.67,307,40.06,14.26,8.35,517.69,0.66,0.22,327,41,27.6
01.01.2024 12:05:07,91.22,308,73.16,5.64,12.42,70.09,0.64,0.56,669,86,182.2
01.01.2024 12:05:08,61.7,309,40.33,13.2,8.17,937.48,0.49,0.25,763,32,755.3
01.01.2024 12:05:09,11.96,310,9.35,2.36,0.25,898.81,0.38,0.36,800,44,780.6
01.01.2024 12:05:10,56.08,311,38.3,16.55,1.23,472.26,0.01,0.17,374,99,766.4
01.01.2024 12:05:11,28.48,312,22.19,2.62,3.67,547.17,0.57,0.79,629,70,121.6
01.01.2024 12:05:12,63.55,313,1.78,39.76,22.01,866.56,0.32,0.73,127,40,696.8
01.01.2024 12:05:13,49.23,314,46.67,0.39,2.17,541.84,0.26,0.11,881,78,316.2
01.01.2024 12:05:14,94.66,315,21.11,12.05,61.5,893.19,0.72,0.81,933,71,170.4
01.01.2024 12:05:15,36.73,316,15.88,17.55,3.3,554.7,0.4,0.16,274,44,757.7
01.01.2024 12:05:16,66.44,317,49.58,9.2,7.66,259.92,0.66,0.66,244,93,693.5
01.01.2024 12:05:17,67.27,318,16.71,25.69,24.87,60.16,0.07,0.53,25,57,384.9
01.01.2024 12:05:18,21.5,319,0.59,1.05,19.86,113.82,0.23,0.22,301,28,107.3
01.01.2024 12:05:19,87.84,320,22.37,1.68,63.79,453.88,0.73,0.11,645,2,235.6
01.01.2024 12:05:20,87.22,321,78.38,7.06,1.78,45.63,0.54,0.19,205,99,328.9
01.01.2024 12:05:21,88.58,322,56.24,23.22,9.12,494.87,0.12,0.78,117,89,519.0
01.01.2024 12:05:22,26.31,323,12.58,11.54,2.19,625.35,0.4,0.49,649,9,636.4
01.01.2024 12:05:23,89.66,324,46.27,5.65,37.74,550.07,0.43,0.59,646,70,837.8
01.01.2024 12:05:24,52.0,325,51.0,0.63,0.37,969.89,0.03,0.36,240,64,845.0
01.01.2024 12:05:25,89.33,326,43.0,23.87,22.46,342.34,0.07,0.45,846,88,861.7
01.01.2024 12:05:26,9.1,327,7.72,0.65,0.73,585.81,0.67,0.89,877,77,495.7
01.01.2024 12:05:27,92.79,328,40.34,39.88,12.57,210.9,0.03,0.75,412,5,331.3
01.01.2024 12:05:28,50.86,329,31.27,18.42,1.17,122.22,0.51,0.12,8,74,998.6
01.01.2024 12:05:29,2.06,330,0.92,0.57,0.57,709.67,0.33,0.49,397,83,976.5
01.01.2024 12:05:30,80.21,331,8.86,68.43,2.92,100.25,0.78,0.29,437,88,101.1
01.01.2024 12:05:31,70.82,332,30.03,2.13,38.66,5.94,0.62,0.52,495,19,487.7
01.01.2024 12:05:32,5.2,333,4.06,0.72,0.42,806.91,0.44,0.98,964,40,326.4
01.01.2024 12:05:33,98.9,334,3.12,23.89,71.89,940.58,0.09,0.81,481,20,596.3
01.01.2024 12:05:34,24.98,335,16.83,6.86,1.29,338.42,0.86,0.98,266,52,173.4
01.01.2024 12:05:35,19.51,336,15.3,2.35,1.86,421.44,0.61,0.4,674,21,457.2
01.01.2024 12:05:36,80.31,337,70.11,8.22,1.98,771.26,0.79,0.4,605,57,618.3
01.01.2024 12:05:37,46.9,338,14.37,21.89,10.64,446.91,0.89,0.48,227,97,805.5
01.01.2024 12:05:38,55.74,339,32.29,3.3,20.15,554.56,0.4,0.89,986,55,122.1
01.01.2024 12:05:39,49.33,340,21.01,6.87,21.45,648.03,0.36,0.5,616,34,186.2
01.01.2024 12:05:40,93.54,341,19.8,5.09,68.65,452.55,0.98,0.63,35,99,298.5
01.01.2024 12:05:41,52.73,342,46.72,5.46,0.55,686.62,0.22,0.65,601,53,557.8
01.01.2024 12:05:42,86.74,343,45.05,17.87,23.82,251.34,0.26,0.65,401,44,23.4
01.01.2024 12:05:43,11.63,344,6.89,2.8,1.94,971.82,0.16,0.67,859,55,481.9
01.01.2024 12:05:44,5.83,345,4.49,0.48,0.86,878.62,0.9,0.75,114,43,873.4
01.01.2024 12:05:45,34.6,346,29.05,0.17,5.38,801.1,0.58,0.2,389,60,769.0
01.01.2024 12:05:46,67.35,347,53.85,1.15,12.35,99.68,0.53,0.71,261,37,263.7
01.01.2024 12:05:47,66.55,348,61.95,0.86,3.74,347.13,0.93,0.59,823,52,634.5
01.01.2024 12:05:48,59.98,349,7.16,51.74,1.08,541.28,0.43,0.7,897,81,324.5
01.01.2024 12:05:49,26.87,350,4.01,10.76,12.1,220.5,0.89,0.92,160,68,784.8
01.01.2024 12:05:50,42.69,351,24.41,13.41,4.87,811.19,0.88,0.7,888,71,35.8
01.01.2024 12:05:51,92.88,352,52.01,10.01,30.86,900.61,0.92,0.44,52,90,801.2
01.01.2024 12:05:52,60.33,353,53.01,5.21,2.11,784.99,0.93,0.63,726,4,912.8
01.01.2024 12:05:53,97.08,354,19.22,12.24,65.62,624.24,0.27,0.6,989,62,939.9
01.01.2024 12:05:54,85.18,355,46.46,20.92,17.8,676.46,0.71,0.93,233,21,714.1
01.01.2024 12:05:55,37.21,356,12.61,10.03,14.57,678.98,0.84,0.72,544,17,740.7
01.01.2024 12:05:56,42.03,357,36.69,4.8,0.54,319.31,0.1,0.44,723,87,671.3
01.01.2024 12:05:57,80.22,358,34.66,8.17,37.39,614.43,0.05,0.06,300,76,430.6
01.01.2024 12:05:58,24.8,359,0.17,16.54,8.09,687.21,0.11,0.99,659,65,969.2
01.01.2024 12:05:59,81.1,360,54.23,22.83,4.04,351.61,0.94,0.88,432,84,465.0
01.01.2024 12:06:00,65.19,361,54.12,6.52,4.55,419.91,0.37,0.2,144,7,324.6
01.01.2024 12:06:01,83.41,362,43.43,19.05,20.93,533.59,0.95,0.61,276,51,351.3
01.01.2024 12:06:02,79.21,363,71.59,5.56,2.06,855.4,0.13,0.42,604,92,231.0
01.01.2024 12:06:03,41.65,364,10.9,27.81,2.94,651.97,0.92,0.27,190,14,908.4
01.01.2024 12:06:04,82.28,365,35.67,0.28,46.33,987.16,0.82,0.59,902,56,706.5
01.01.2024 12:06:05,48.67,366,5.38,18.25,25.04,842.75,0.24,0.97,361,6,937.0
01.01.2024 12:06:06,89.85,367,56.39,16.43,17.03,26.63,0.91,0.66,504,87,486.9
01.01.2024 12:06:07,37.55,368,20.65,11.99,4.91,7.78,0.25,0.29,453,43,527.2
01.01.2024 12:06:08,79.87,369,17.6,4.27,58.0,904.47,0.43,0.4,555,34,455.0
01.01.2024 12:06:09,8.88,370,7.67,0.92,0.29,504.1,0.62,0.94,861,97,888.8
01.01.2024 12:06:10,29.22,371,1.0,4.79,23.43,256.66,0.89,0.0,671,89,397.5
01.01.2024 12:06:11,73.33,372,63.33,1.56,8.44,458.68,0.38,0.77,847,19,69.8
01.01.2024 12:06:12,59.29,373,19.34,16.74,23.21,769.27,0.56,0.0,765,9,299.3
01.01.2024 12:06:13,39.37,374,8.83,25.09,5.45,393.06,0.27,0.39,430,44,74.4
01.01.2024 12:06:14,47.54,375,33.4,6.44,7.7,294.22,0.53,0.92,135,25,782.8
01.01.2024 12:06:15,35.12,376,16.74,1.67,16.71,42.41,0.93,0.11,304,83,770.2
01.01.2024 12:06:16,44.37,377,8.55,19.21,16.61,235.65,0.32,0.37,826,92,834.8
01.01.2024 12:06:17,29.08,378,8.32,6.38,14.38,209.77,0.06,0.54,146,12,745.5
01.01.2024 12:06:18,2.16,379,0.34,1.23,0.59,431.17,0.12,0.7,701,38,936.4
01.01.2024 12:06:19,29.89,380,6.97,4.83,18.09,352.99,0.58,0.89,157,58,50.5
01.01.2024 12:06:20,99.48,381,38.92,34.17,26.39,131.69,0.97,0.77,626,57,472.1
01.01.2024 12:06:21,59.22,382,24.63,5.81,28.78,285.37,0.02,0.59,748,39,972.6
01.01.2024 12:06:22,7.01,383,2.05,0.73,4.23,956.07,0.52,0.61,752,88,600.9
01.01.2024 12:06:23,84.26,384,60.59,4.49,19.18,656.73,0.75,1.0,324,82,474.2
01.01.2024 12:06:24,54.8,385,8.06,19.01,27.73,296.05,0.2,0.2,539,17,479.9
01.01.2024 12:06:25,30.07,386,12.43,10.11,7.53,673.05,0.37,0.18,539,57,257.5
01.01.2024 12:06:26,11.43,387,5.14,5.14,1.15,499.83,0.28,0.74,95,45,851.4
01.01.2024 12:06:27,90.56,388,30.15,49.87,10.54,164.42,0.63,0.23,586,26,880.6
01.01.2024 12:06:28,30.08,389,5.92,14.83,9.33,374.98,0.54,0.93,850,18,107.6
01.01.2024 12:06:29,81.35,390,29.77,13.14,38.44,736.57,0.61,0.98,920,31,61.7
01.01.2024 12:06:30,40.01,391,8.11,20.38,11.52,772.45,0.78,0.71,529,78,119.5
01.01.2024 12:06:31,33.02,392,27.07,1.17,4.78,348.88,0.12,0.2,462,25,124.4
01.01.2024 12:06:32,49.07,393,21.47,22.96,4.64,11.71,0.41,0.8,751,25,962.7
01.01.2024 12:06:33,10.69,394,6.62,0.27,3.8,315.96,0.19,0.84,657,63,160.5
01.01.2024 12:06:34,72.04,395,29.24,22.16,20.64,468.99,0.91,0.61,287,89,976.5
01.01.2024 12:06:35,66.22,396,37.61,22.1,6.51,657.64,0.14,0.85,82,31,475.5
01.01.2024 12:06:36,93.57,397,83.47,0.62,9.48,20.56,0.87,0.88,584,43,383.4
01.01.2024 12:06:37,15.6,398,7.54,1.69,6.37,609.04,0.97,0.29,327,8,537.4
01.01.2024 12:06:38,68.77,399,23.62,17.38,27.77,703.77,0.38,0.47,813,82,905.9
01.01.2024 12:06:39,1.65,400,0.96,0.67,0.02,127.67,0.43,0.41,624,47,435.6
01.01.2024 12:06:40,33.33,401,27.44,5.44,0.45,934.17,0.7,0.19,815,76,11.6
01.01.2024 12:06:41,19.74,402,19.05,0.08,0.61,377.13,0.33,0.84,276,64,187.6
01.01.2024 12:06:42,94.71,403,11.78,36.22,46.71,422.51,0.7,0.7,289,24,964.5
01.01.2024 12:06:43,39.51,404,20.28,15.03,4.2,748.85,0.79,0.78,537,23,239.2
01.01.2024 12:06:44,18.44,405,2.93,0.41,15.1,560.76,0.55,0.75,961,8,487.7
01.01.2024 12:06:45,70.2,406,57.92,9.03,3.25,917.06,0.73,0.99,864,58,279.8
01.01.2024 12:06:46,97.52,407,70.17,1.32,26.03,604.06,0.79,0.67,931,96,465.7
01.01.2024 12:06:47,96.44,408,1.33,20.89,74.22,164.96,0.42,0.65,129,34,39.0
01.01.2024 12:06:48,31.49,409,0.51,12.19,18.79,449.53,0.07,0.0,858,79,790.0
01.01.2024 12:06:49,52.88,410,8.19,29.24,15.45,459.38,0.26,0.64,549,41,292.4
01.01.2024 12:06:50,65.98,411,51.99,3.34,10.65,102.48,0.96,0.15,688,8,43.3
01.01.2024 12:06:51,32.26,412,13.72,15.41,3.13,696.82,0.26,0.49,70,63,188.9
01.01.2024 12:06:52,0.52,413,0.42,0.09,0.01,637.42,0.71,0.57,417,16,527.7
01.01.2024 12:06:53,18.98,414,3.54,12.27,3.17,902.42,0.25,0.25,218,27,144.3
01.01.2024 12:06:54,70.22,415,38.5,18.43,13.29,298.39,0.25,0.37,900,89,101.9
01.01.2024 12:06:55,0.57,416,0.51,0.02,0.04,840.06,0.95,0.95,278,14,978.2
01.01.2024 12:06:56,98.07,417,79.76,17.52,0.79,583.2,0.27,0.71,639,87,664.8
01.01.2024 12:06:57,12.48,418,5.75,4.15,2.58,220.41,0.71,0.7,172,81,275.0
01.01.2024 12:06:58,4.32,419,0.44,1.2,2.68,934.06,0.76,0.54,985,82,964.1
01.01.2024 12:06:59,56.86,420,11.77,31.66,13.43,772.85,0.63,0.06,520,48,50.3
01.01.2024 12:07:00,80.84,421,46.86,0.5,33.48,82.55,0.64,0.7,345,35,622.6
01.01.2024 12:07:01,3.06,422,0.42,0.34,2.3,422.68,0.78,0.35,403,38,359.1
01.01.2024 12:07:02,73.08,423,62.86,3.5,6.72,123.88,0.42,0.85,889,47,742.9
01.01.2024 12:07:03,74.24,424,66.45,0.83,6.96,404.38,0.24,0.23,480,16,152.6
01.01.2024 12:07:04,33.57,425,28.78,4.24,0.55,290.49,0.22,0.54,84,13,95.9
01.01.2024 12:07:05,55.37,426,39.09,2.38,13.9,942.32,0.65,0.57,319,4,499.4
01.01.2024 12:07:06,51.61,427,8.04,28.34,15.23,551.12,0.95,0.9,758,15,302.1
01.01.2024 12:07:07,1.45,428,0.61,0.04,0.8,83.35,0.73,0.17,349,33,448.4
01.01.2024 12:07:08,81.88,429,40.51,12.68,28.69,514.39,0.22,0.22,46,31,302.3
01.01.2024 12:07:09,63.97,430,41.75,19.73,2.49,432.7,0.47,0.05,130,97,323.0
01.01.2024 12:07:10,4.39,431,0.28,1.25,2.86,790.73,0.57,0.16,176,66,651.6
01.01.2024 12:07:11,84.27,432,62.51,8.29,13.47,934.15,0.86,0.05,18,60,420.5
01.01.2024 12:07:12,73.61,433,59.14,0.01,14.46,341.33,0.12,0.54,4,46,95.1
01.01.2024 12:07:13,85.27,434,59.16,16.83,9.28,57.88,0.52,0.69,194,100,645.6
01.01.2024 12:07:14,55.68,435,40.33,10.56,4.79,771.8,0.7,0.37,182,99,22.2
01.01.2024 12:07:15,35.97,436,6.59,4.73,24.65,514.01,0.59,0.95,379,89,836.7
01.01.2024 12:07:16,10.45,437,8.65,1.13,0.67,715.67,0.64,0.5,853,52,76.5
01.01.2024 12:07:17,44.68,438,3.54,26.57,14.57,923.8,0.45,0.55,823,67,953.1
01.01.2024 12:07:18,72.77,439,14.79,47.71,10.27,249.87,0.71,0.45,11,22,222.9
01.01.2024 12:07:19,9.08,440,1.88,0.64,6.56,777.06,0.35,0.27,173,14,19.8
01.01.2024 12:07:20,23.34,441,19.15,0.02,4.17,424.77,0.07,0.28,98,79,642.2
01.01.2024 12:07:21,51.7,442,5.81,45.02,0.87,85.66,0.07,0.04,27,51,905.2
01.01.2024 12:07:22,82.71,443,63.04,0.8,18.87,739.78,0.38,0.9,859,91,466.3
01.01.2024 12:07:23,87.8,444,22.2,33.47,32.13,717.56,0.28,0.22,524,72,696.0
01.01.2024 12:07:24,44.05,445,39.75,4.0,0.3,96.37,0.33,0.59,476,7,287.2
01.01.2024 12:07:25,46.78,446,46.77,0.01,-0.0,835.47,0.14,0.09,511,86,808.2
01.01.2024 12:07:26,62.9,447,21.37,7.77,33.76,309.01,0.98,0.78,227,10,429.1
01.01.2024 12:07:27,82.31,448,31.07,46.27,4.97,458.27,0.7,0.86,692,81,274.0
01.01.2024 12:07:28,68.65,449,45.79,19.82,3.04,277.17,0.12,0.2,789,34,551.5
01.01.2024 12:07:29,41.78,450,32.3,8.83,0.65,987.43,0.49,0.94,400,27,88.8
01.01.2024 12:07:30,97.19,451,25.37,36.79,35.03,977.74,0.09,0.12,473,3,397.9
01.01.2024 12:07:31,1.85,452,0.31,0.72,0.82,777.17,0.98,0.92,410,30,658.7
01.01.2024 12:07:32,35.54,453,17.88,15.17,2.49,180.63,0.76,0.76,563,20,869.7
01.01.2024 12:07:33,43.84,454,2.12,25.69,16.03,658.87,0.13,0.5,350,58,59.5
01.01.2024 12:07:34,59.38,455,23.58,28.6,7.2,648.62,0.71,0.78,858,49,266.5
01.01.2024 12:07:35,85.1,456,34.43,49.55,1.12,895.75,0.6,0.33,360,91,235.0
01.01.2024 12:07:36,60.43,457,28.61,14.08,17.74,623.16,0.15,0.01,799,48,153.8
01.01.2024 12:07:37,16.89,458,5.57,0.02,11.3,365.8,0.95,0.21,608,54,899.6
01.01.2024 12:07:38,72.5,459,7.25,55.56,9.69,221.69,0.7,0.81,314,42,994.5
01.01.2024 12:07:39,7.43,460,1.14,0.59,5.7,972.4,0.43,0.83,534,35,209.3
01.01.2024 12:07:40,58.0,461,18.35,26.03,13.62,142.82,0.09,0.68,597,41,7.5
01.01.2024 12:07:41,98.74,462,39.77,39.0,19.97,777.29,0.45,0.03,928,55,323.9
01.01.2024 12:07:42,9.47,463,0.53,5.3,3.64,504.8,0.32,0.83,615,56,549.8
01.01.2024 12:07:43,42.73,464,12.92,25.8,4.01,176.46,0.05,0.88,668,46,860.9
01.01.2024 12:07:44,47.65,465,46.54,0.51,0.6,94.91,0.33,0.65,39,91,839.6
01.01.2024 12:07:45,87.95,466,44.63,4.5,38.82,147.21,0.1,0.2,831,16,438.0
01.01.2024 12:07:46,34.84,467,30.14,4.39,0.31,661.08,0.66,0.81,903,34,905.8
01.01.2024 12:07:47,18.78,468,8.29,8.11,2.38,506.73,0.32,0.73,776,19,121.1
01.01.2024 12:07:48,57.61,469,55.57,1.11,0.93,195.05,0.88,0.3,656,82,490.0
01.01.2024 12:07:49,11.98,470,6.34,2.4,3.24,934.83,0.35,0.94,509,19,437.3
01.01.2024 12:07:50,39.33,471,38.65,0.3,0.38,602.54,0.51,0.98,508,83,867.2
01.01.2024 12:07:51,69.41,472,27.47,9.3,32.64,950.49,0.19,0.22,183,28,819.8
01.01.2024 12:07:52,3.16,473,3.09,0.06,0.01,578.29,0.21,0.45,899,38,377.2
01.01.2024 12:07:53,49.71,474,30.7,4.57,14.44,266.91,0.98,0.37,132,79,942.8
01.01.2024 12:07:54,13.03,475,4.27,3.53,5.23,86.71,0.63,0.06,447,6,834.1
01.01.2024 12:07:55,73.89,476,27.56,41.78,4.55,530.51,0.89,0.77,266,25,743.8
01.01.2024 12:07:56,90.88,477,50.22,10.12,30.54,445.81,0.63,0.81,301,43,140.1
01.01.2024 12:07:57,67.1,478,21.06,38.49,7.55,695.07,0.85,0.71,858,94,822.2
01.01.2024 12:07:58,40.43,479,15.57,18.54,6.32,327.1,0.15,0.19,402,38,521.9
01.01.2024 12:07:59,89.62,480,1.88,82.93,4.81,566.4,0.42,0.56,308,28,416.5
01.01.2024 12:08:00,51.87,481,24.43,20.7,6.74,52.34,0.17,0.37,748,56,72.2
01.01.2024 12:08:01,66.35,482,39.11,4.51,22.73,672.26,0.84,0.67,466,32,489.5
01.01.2024 12:08:02,14.2,483,7.38,1.93,4.89,270.06,0.1,0.39,977,85,116.8
01.01.2024 12:08:03,77.62,484,60.78,13.46,3.38,629.04,0.55,0.46,527,77,185.0
01.01.2024 12:08:04,98.66,485,39.41,28.24,31.01,469.45,0.69,0.84,13,58,425.2
01.01.2024 12:08:05,27.92,486,26.82,0.21,0.89,906.27,0.23,0.53,688,40,500.1
01.01.2024 12:08:06,61.74,487,17.39,2.09,42.26,746.26,0.78,0.37,767,81,484.8
01.01.2024 12:08:07,34.46,488,19.63,8.11,6.72,840.65,0.3,0.66,686,75,872.5
01.01.2024 12:08:08,9.91,489,8.16,1.07,0.68,59.77,0.46,0.64,92,19,719.3
01.01.2024 12:08:09,4.12,490,0.02,2.66,1.44,716.36,0.29,0.01,480,90,372.0
01.01.2024 12:08:10,46.03,491,17.38,1.83,26.82,509.58,0.69,0.35,193,89,152.5
01.01.2024 12:08:11,30.73,492,24.41,0.15,6.17,734.13,0.71,0.11,668,43,47.0
01.01.2024 12:08:12,23.53,493,9.64,5.76,8.13,548.45,0.15,0.83,167,35,166.7
01.01.2024 12:08:13,48.2,494,23.9,22.66,1.64,821.31,0.17,0.0,255,11,660.3
01.01.2024 12:08:14,38.23,495,3.48,32.48,2.27,2.94,0.57,0.34,632,67,245.9
01.01.2024 12:08:15,19.8,496,12.42,5.82,1.56,946.73,0.2,0.12,471,63,751.3
01.01.2024 12:08:16,41.21,497,30.29,5.5,5.42,12.55,0.6,0.61,843,14,686.6
01.01.2024 12:08:17,90.39,498,49.98,2.51,37.9,897.46,0.92,0.51,590,27,737.0
01.01.2024 12:08:18,82.34,499,27.28,30.72,24.34,5.62,0.79,0.49,811,91,941.7
01.01.2024 12:08:19,17.88,500,8.63,6.28,2.97,951.87,0.14,0.47,661,77,932.7
01.01.2024 12:08:20,20.95,501,14.71,1.83,4.41,455.62,0.84,0.9,499,90,863.5
01.01.2024 12:08:21,96.57,502,33.42,57.44,5.71,408.26,0.69,0.08,340,49,501.3
01.01.2024 12:08:22,57.82,503,53.83,1.73,2.26,40.47,0.85,0.66,567,32,897.6
01.01.2024 12:08:23,78.83,504,55.46,15.35,8.02,118.97,0.26,0.05,618,78,154.1
01.01.2024 12:08:24,5.39,505,1.35,0.2,3.84,763.51,0.8,0.27,575,78,399.8
01.01.2024 12:08:25,41.64,506,11.56,7.46,22.62,286.44,0.53,0.13,768,68,744.6
01.01.2024 12:08:26,60.46,507,45.68,1.66,13.12,875.34,0.32,0.3,886,11,87.5
01.01.2024 12:08:27,45.8,508,4.93,15.25,25.62,88.28,0.17,0.7,295,5,471.6
01.01.2024 12:08:28,39.9,509,29.97,3.48,6.45,389.04,0.87,0.02,202,46,191.4
01.01.2024 12:08:29,71.0,510,0.35,32.79,37.86,885.02,0.89,0.46,514,61,577.6
01.01.2024 12:08:30,4.24,511,3.41,0.41,0.42,422.02,0.92,0.31,597,77,448.9
01.01.2024 12:08:31,40.53,512,22.76,14.21,3.56,425.13,0.97,0.8,187,92,382.9
01.01.2024 12:08:32,94.35,513,51.35,12.81,30.19,521.58,0.67,0.23,681,74,428.9
01.01.2024 12:08:33,55.39,514,39.16,11.72,4.51,654.76,0.44,0.27,476,58,585.0
01.01.2024 12:08:34,35.83,515,32.28,3.46,0.09,231.07,0.05,0.31,12,56,215.9
01.01.2024 12:08:35,13.97,516,8.52,0.74,4.71,982.61,0.28,0.31,976,10,397.1
01.01.2024 12:08:36,88.36,517,20.08,10.36,57.92,720.36,0.85,0.38,575,9,819.1
01.01.2024 12:08:37,57.53,518,50.39,2.18,4.96,646.55,0.05,0.61,909,75,350.5
01.01.2024 12:08:38,18.55,519,6.81,6.15,5.59,795.41,0.67,0.98,530,47,604.7
01.01.2024 12:08:39,62.94,520,19.14,13.23,30.57,748.52,0.84,0.21,502,33,46.0
01.01.2024 12:08:40,88.6,521,72.0,7.99,8.61,154.51,0.94,0.52,514,92,357.7
01.01.2024 12:08:41,85.91,522,47.71,34.14,4.06,755.26,0.59,0.87,835,57,463.7
01.01.2024 12:08:42,71.5,523,54.1,14.37,3.03,76.83,0.97,0.4,733,94,804.3
01.01.2024 12:08:43,22.66,524,7.2,2.81,12.65,816.6,0.34,1.0,60,58,75.0
01.01.2024 12:08:44,50.84,525,7.56,16.33,26.95,63.86,0.05,0.91,577,64,187.8
01.01.2024 12:08:45,51.17,526,8.34,33.59,9.24,568.03,0.76,0.07,986,25,781.5
01.01.2024 12:08:46,45.67,527,7.87,6.75,31.05,381.39,0.66,0.32,110,90,668.9
01.01.2024 12:08:47,91.52,528,58.05,8.71,24.76,93.85,0.9,0.69,476,26,934.0
01.01.2024 12:08:48,47.3,529,16.44,0.38,30.48,277.81,0.53,0.8,606,37,90.3
01.01.2024 12:08:49,84.24,530,41.15,10.04,33.05,311.65,0.83,0.48,417,42,3.8
01.01.2024 12:08:50,39.18,531,17.47,8.39,13.32,438.7,0.24,0.02,495,7,905.2
01.01.2024 12:08:51,91.47,532,78.23,0.02,13.22,482.53,0.85,0.42,228,62,302.5
01.01.2024 12:08:52,71.0,533,30.72,35.92,4.36,565.83,0.78,0.04,475,20,977.0
01.01.2024 12:08:53,77.35,534,38.34,2.46,36.55,748.9,0.06,0.01,907,66,438.2
01.01.2024 12:08:54,31.51,535,26.35,3.23,1.93,42.82,0.96,0.7,940,66,312.6
01.01.2024 12:08:55,73.5,536,54.71,13.94,4.85,515.74,0.86,0.2,910,46,308.8
01.01.2024 12:08:56,17.55,537,15.28,0.62,1.65,47.51,0.36,0.48,161,94,778.3
01.01.2024 12:08:57,72.61,538,40.25,6.58,25.78,739.21,0.59,0.05,429,73,860.1
01.01.2024 12:08:58,48.43,539,6.24,32.12,10.07,35.45,0.83,0.68,608,97,668.7
01.01.2024 12:08:59,15.65,540,1.52,2.13,12.0,194.99,0.08,0.62,338,84,882.7
01.01.2024 12:09:00,71.42,541,69.3,0.32,1.8,485.59,0.9,0.6,740,42,581.1
01.01.2024 12:09:01,9.19,542,7.14,1.71,0.34,733.97,0.46,0.49,470,13,519.0
