Type,Datum,Tagesertrag,Einsparung,Netzeinspeisung,Eigenverbrauch Elektrolyseur,Eigenverbrauch Batterie,Produktionsrate,Wassernutzung,Energieverbrauch,EL-Tank,EL-Tank2,SoC,Leistung,Reichweite Elektroautos
PV-Anlage,09.01.2024 12:00:00,31.2,205,9.73,11.52,9.95,1328.01,3451.63,15.91,8,950,6,935.61,104.01
PV-Anlage,09.01.2024 13:00:00,87.06,206,53.0,19.45,14.61,870.78,3865.31,55.73,71,862,35,-64.9,366.95
PV-Anlage,09.01.2024 14:00:00,25.11,207,11.74,0.35,13.02,303.96,3512.04,13.28,60,108,27,1118.9,338.49
PV-Anlage,09.01.2024 15:00:00,96.01,208,19.39,9.53,67.09,963.82,1953.39,53.95,38,987,42,896.79,207.4
PV-Anlage,09.01.2024 16:00:00,80.4,209,41.28,8.19,30.93,941.62,173.89,86.88,47,672,40,1400.82,254.91
PV-Anlage,09.01.2024 17:00:00,34.98,210,34.76,0.19,0.03,1007.6,3478.59,36.7,15,467,32,-1871.18,382.6
PV-Anlage,09.01.2024 18:00:00,17.81,211,14.77,1.18,1.86,158.75,1813.62,94.66,76,983,33,906.29,124.57
PV-Anlage,09.01.2024 19:00:00,63.18,212,60.74,0.18,2.26,639.89,1088.91,61.3,50,993,64,-721.1,384.37
PV-Anlage,09.01.2024 20:00:00,94.91,213,60.24,32.9,1.77,686.65,180.72,19.16,36,440,79,1681.96,457.12
PV-Anlage,09.01.2024 21:00:00,16.94,214,8.64,6.29,2.01,890.47,2992.82,20.96,2,997,1,-1549.48,174.47
PV-Anlage,09.01.2024 22:00:00,45.91,215,43.51,0.46,1.94,524.7,1276.54,79.58,32,391,61,1068.51,388.3
PV-Anlage,09.01.2024 23:00:00,28.28,216,22.48,1.93,3.87,1590.72,1047.33,58.62,15,377,51,106.49,466.04
PV-Anlage,10.01.2024 00:00:00,6.51,217,5.49,0.28,0.74,1570.2,3454.82,89.85,64,966,28,-1644.71,126.13
PV-Anlage,10.01.2024 01:00:00,72.31,218,50.03,14.7,7.58,1979.58,1704.31,6.95,6,407,94,-351.21,65.23
PV-Anlage,10.01.2024 02:00:00,17.7,219,4.32,11.45,1.93,1154.88,773.32,24.59,58,608,58,12.67,113.74
PV-Anlage,10.01.2024 03:00:00,31.39,220,9.7,5.5,16.19,1965.1,3606.67,4.79,9,623,17,-625.64,90.99
PV-Anlage,10.01.2024 04:00:00,43.99,221,11.29,1.64,31.06,1226.98,1461.38,12.88,1,535,51,-780.47,178.7
PV-Anlage,10.01.2024 05:00:00,52.22,222,6.6,28.22,17.4,1688.4,1473.47,28.04,45,730,29,-1165.96,113.13
PV-Anlage,10.01.2024 06:00:00,24.68,223,8.85,1.55,14.28,1425.42,3258.62,34.16,66,818,10,-441.49,249.68
PV-Anlage,10.01.2024 07:00:00,42.74,224,30.32,10.5,1.92,117.97,511.01,54.07,99,904,46,448.95,221.76
PV-Anlage,10.01.2024 08:00:00,8.12,225,2.9,3.86,1.36,1513.59,94.24,40.31,55,247,9,255.5,387.77
PV-Anlage,10.01.2024 09:00:00,53.16,226,13.6,0.07,39.49,185.83,678.95,26.93,20,493,72,-719.64,224.09
PV-Anlage,10.01.2024 10:00:00,98.4,227,4.77,44.46,49.17,1699.03,1905.42,35.81,87,857,75,-1982.24,369.46
PV-Anlage,10.01.2024 11:00:00,18.56,228,0.46,13.35,4.75,373.54,3259.53,87.91,84,432,25,-1704.81,233.2
PV-Anlage,10.01.2024 12:00:00,53.52,229,12.49,19.15,21.88,1500.75,1983.55,14.1,68,24,39,-92.65,84.16
PV-Anlage,10.01.2024 13:00:00,71.78,230,10.4,1.88,59.5,1033.96,3336.88,61.63,24,37,82,1437.19,169.42
PV-Anlage,10.01.2024 14:00:00,30.25,231,11.95,15.94,2.36,510.57,1575.05,15.39,62,513,19,-1706.76,128.44
PV-Anlage,10.01.2024 15:00:00,7.27,232,0.27,5.89,1.11,1216.46,315.8,19.7,21,326,39,-587.61,130.4
PV-Anlage,10.01.2024 16:00:00,93.61,233,54.96,24.0,14.65,1647.04,1719.44,37.85,14,771,59,-1075.46,330.24
PV-Anlage,10.01.2024 17:00:00,71.32,234,56.06,3.29,11.97,1058.06,2773.17,33.56,21,716,91,-629.61,229.39
PV-Anlage,10.01.2024 18:00:00,25.42,235,3.16,3.26,19.0,1006.25,2126.59,96.51,3,511,76,-310.55,407.43
PV-Anlage,10.01.2024 19:00:00,65.94,236,39.87,4.96,21.11,971.53,3610.65,71.51,48,55,35,-763.33,258.27
PV-Anlage,10.01.2024 20:00:00,28.61,237,25.73,2.22,0.66,187.3,2336.75,6.78,52,412,18,-1724.64,458.47
PV-Anlage,10.01.2024 21:00:00,97.4,238,6.49,57.73,33.18,998.78,520.67,83.36,70,63,49,-254.44,476.43
PV-Anlage,10.01.2024 22:00:00,80.43,239,39.12,27.15,14.16,1492.34,3147.34,49.28,81,498,53,281.34,272.45
PV-Anlage,10.01.2024 23:00:00,45.28,240,21.34,13.15,10.79,296.87,3350.34,22.01,31,971,38,-247.39,72.74
PV-Anlage,11.01.2024 00:00:00,1.7,241,0.62,0.88,0.2,1267.87,485.31,49.88,63,258,52,410.93,223.94
PV-Anlage,11.01.2024 01:00:00,24.24,242,19.54,4.2,0.5,1595.47,2584.38,70.08,78,832,42,1010.71,287.22
PV-Anlage,11.01.2024 02:00:00,24.99,243,6.59,15.34,3.06,1603.11,3791.34,37.62,26,672,73,-158.18,138.79
PV-Anlage,11.01.2024 03:00:00,56.96,244,43.35,9.31,4.3,1201.95,2431.33,13.72,50,70,13,611.12,364.83
PV-Anlage,11.01.2024 04:00:00,20.24,245,13.78,2.29,4.17,60.29,3778.42,7.73,93,540,67,90.92,69.03
PV-Anlage,11.01.2024 05:00:00,93.06,246,19.01,45.78,28.27,1376.37,3322.3,96.36,20,893,15,760.85,84.35
PV-Anlage,11.01.2024 06:00:00,45.69,247,9.25,7.66,28.78,444.3,225.12,82.64,49,632,85,-717.69,367.14
PV-Anlage,11.01.2024 07:00:00,49.88,248,36.53,2.65,10.7,472.46,482.22,80.14,59,410,48,1517.51,229.58
PV-Anlage,11.01.2024 08:00:00,41.05,249,32.23,2.89,5.93,1674.68,1529.04,9.13,53,286,75,1262.09,81.55
PV-Anlage,11.01.2024 09:00:00,44.6,250,4.64,30.09,9.87,149.78,3138.1,18.89,76,347,78,127.11,103.26
PV-Anlage,11.01.2024 10:00:00,33.6,251,23.45,2.05,8.1,504.91,419.05,4.54,60,857,18,-527.77,314.77
PV-Anlage,11.01.2024 11:00:00,94.11,252,69.07,16.92,8.12,884.01,692.09,41.28,91,513,59,-65.55,217.53
PV-Anlage,11.01.2024 12:00:00,68.58,253,41.62,8.74,18.22,937.56,2550.94,53.46,3,192,5,-563.98,70.65
PV-Anlage,11.01.2024 13:00:00,80.45,254,8.95,66.49,5.01,904.09,1670.74,76.17,81,678,27,-1353.35,120.45
PV-Anlage,11.01.2024 14:00:00,96.77,255,90.93,2.97,2.87,728.01,3640.83,17.81,73,932,47,558.6,80.4
PV-Anlage,11.01.2024 15:00:00,39.92,256,27.41,3.43,9.08,1814.51,1083.14,71.74,39,892,52,-107.19,391.69
PV-Anlage,11.01.2024 16:00:00,59.72,257,55.37,1.05,3.3,760.55,2691.73,82.77,51,971,44,1301.51,110.17
PV-Anlage,11.01.2024 17:00:00,78.93,258,7.6,8.02,63.31,1348.53,3384.52,86.51,41,460,8,-1323.29,239.26
PV-Anlage,11.01.2024 18:00:00,53.88,259,2.24,25.38,26.26,777.91,275.8,4.86,29,127,99,1291.14,254.32
PV-Anlage,11.01.2024 19:00:00,64.27,260,17.47,13.67,33.13,39.94,1189.82,94.66,76,770,7,-1003.65,68.27
PV-Anlage,11.01.2024 20:00:00,89.69,261,55.55,16.95,17.19,476.48,939.65,38.14,72,463,22,1928.95,283.42
PV-Anlage,11.01.2024 21:00:00,46.47,262,11.06,32.99,2.42,675.08,3746.94,47.55,20,166,65,488.4,103.49
PV-Anlage,11.01.2024 22:00:00,49.83,263,45.69,3.08,1.06,316.22,3225.58,54.71,32,567,45,1833.18,50.65
PV-Anlage,11.01.2024 23:00:00,84.1,264,44.73,16.25,23.12,445.69,2225.12,74.98,45,505,41,-1367.77,194.87
PV-Anlage,12.01.2024 00:00:00,79.98,265,67.61,10.29,2.08,36.05,190.48,51.45,74,284,97,1607.32,273.27
PV-Anlage,12.01.2024 01:00:00,98.41,266,20.19,19.27,58.95,743.56,2345.84,31.1,56,236,89,1018.49,106.65
PV-Anlage,12.01.2024 02:00:00,21.15,267,14.65,4.65,1.85,873.81,3930.14,91.17,71,858,66,1579.37,479.3
PV-Anlage,12.01.2024 03:00:00,96.61,268,86.67,9.64,0.3,1967.77,2709.93,4.0,22,757,78,186.38,374.9
PV-Anlage,12.01.2024 04:00:00,18.24,269,0.71,5.18,12.35,1361.72,2929.99,96.71,59,408,71,1957.03,344.41
PV-Anlage,12.01.2024 05:00:00,9.39,270,4.97,2.31,2.11,1640.87,3789.74,3.48,46,667,26,-1185.06,366.12
PV-Anlage,12.01.2024 06:00:00,56.38,271,2.95,17.74,35.69,983.31,2958.38,99.54,13,868,30,-828.81,334.23
PV-Anlage,12.01.2024 07:00:00,42.88,272,34.75,3.2,4.93,575.01,2714.33,31.38,11,588,30,-1224.04,321.52
PV-Anlage,12.01.2024 08:00:00,45.96,273,45.21,0.23,0.52,937.5,1294.37,56.5,55,570,80,-1334.89,479.96
PV-Anlage,12.01.2024 09:00:00,93.2,274,45.73,20.27,27.2,122.5,3194.28,87.6,45,325,14,1503.51,450.51
PV-Anlage,12.01.2024 10:00:00,87.21,275,29.28,31.14,26.79,442.61,639.6,45.67,18,233,92,-73.75,365.03
PV-Anlage,12.01.2024 11:00:00,6.52,276,2.0,1.18,3.34,1739.0,829.28,92.99,5,947,4,437.55,256.3
PV-Anlage,12.01.2024 12:00:00,28.18,277,15.4,0.29,12.49,462.0,3007.19,73.15,40,63,63,1783.98,89.38
PV-Anlage,12.01.2024 13:00:00,55.05,278,23.85,25.01,6.19,1234.86,2576.2,98.61,87,481,56,517.67,166.26
PV-Anlage,12.01.2024 14:00:00,48.84,279,47.37,0.06,1.41,1053.59,1103.93,1.91,74,66,89,-379.25,275.67
PV-Anlage,12.01.2024 15:00:00,76.29,280,75.53,0.35,0.41,777.29,3432.28,14.13,78,835,85,1239.82,195.34
PV-Anlage,12.01.2024 16:00:00,55.07,281,54.16,0.4,0.51,1461.75,2983.98,46.32,39,753,76,1384.67,389.52
PV-Anlage,12.01.2024 17:00:00,71.64,282,56.17,3.21,12.26,1670.72,33.08,14.37,32,528,95,1630.97,167.52
PV-Anlage,12.01.2024 18:00:00,17.45,283,2.8,8.12,6.53,662.66,3141.46,80.76,12,124,58,209.08,113.8
PV-Anlage,12.01.2024 19:00:00,71.0,284,31.35,23.04,16.61,189.45,1.02,10.8,69,681,34,850.56,81.43
PV-Anlage,12.01.2024 20:00:00,81.98,285,47.58,13.64,20.76,229.66,832.48,40.34,9,58,26,-1328.05,253.3
PV-Anlage,12.01.2024 21:00:00,51.9,286,42.23,1.8,7.87,150.26,1596.47,73.38,10,266,65,-1775.32,321.71
PV-Anlage,12.01.2024 22:00:00,83.18,287,64.73,1.14,17.31,1082.66,1120.78,45.2,81,219,40,-1264.85,131.79
PV-Anlage,12.01.2024 23:00:00,47.91,288,22.12,25.56,0.23,0.07,2156.08,83.87,21,579,56,62.68,197.15
PV-Anlage,13.01.2024 00:00:00,31.42,289,28.69,2.49,0.24,1374.17,842.5,62.03,51,517,18,1528.0,136.22
PV-Anlage,13.01.2024 01:00:00,72.88,290,37.28,32.34,3.26,716.78,3745.71,97.07,56,276,86,-1274.82,72.52
PV-Anlage,13.01.2024 02:00:00,10.22,291,9.97,0.05,0.2,1888.83,1589.92,69.85,82,845,21,18.95,108.47
PV-Anlage,13.01.2024 03:00:00,63.33,292,40.51,21.36,1.46,747.68,2794.48,17.0,12,420,90,-1445.32,467.31
PV-Anlage,13.01.2024 04:00:00,62.07,293,53.36,3.6,5.11,1996.32,347.9,14.8,20,985,95,1438.85,114.43
PV-Anlage,13.01.2024 05:00:00,39.82,294,18.18,2.07,19.57,110.79,3524.92,79.87,42,543,74,-149.27,410.36
PV-Anlage,13.01.2024 06:00:00,95.29,295,81.27,4.27,9.75,513.43,3542.05,73.64,92,69,34,241.26,357.63
PV-Anlage,13.01.2024 07:00:00,27.59,296,18.63,3.79,5.17,1385.2,1421.02,46.94,48,447,93,-1322.11,335.72
PV-Anlage,13.01.2024 08:00:00,76.3,297,70.13,4.71,1.46,1350.5,2979.81,21.44,31,289,97,-474.02,157.43
PV-Anlage,13.01.2024 09:00:00,58.06,298,24.16,9.87,24.03,941.73,1484.38,45.85,94,714,50,250.69,303.71
PV-Anlage,13.01.2024 10:00:00,64.74,299,56.37,2.09,6.28,19.07,4.55,79.43,70,232,58,661.18,94.28
PV-Anlage,13.01.2024 11:00:00,81.41,300,31.99,30.13,19.29,1009.7,2701.23,70.96,62,587,2,-1754.23,280.99
PV-Anlage,13.01.2024 12:00:00,70.08,301,21.98,30.16,17.94,249.57,504.03,76.25,42,183,75,1871.73,443.14
PV-Anlage,13.01.2024 13:00:00,35.39,302,6.36,15.84,13.19,1055.98,1096.51,90.14,87,532,36,1590.07,416.91
PV-Anlage,13.01.2024 14:00:00,46.27,303,5.21,39.73,1.33,28.52,12.75,62.63,87,484,22,1867.99,427.63
PV-Anlage,13.01.2024 15:00:00,47.74,304,16.36,24.14,7.24,1944.67,2867.36,6.37,83,42,32,-1869.57,490.1
PV-Anlage,13.01.2024 16:00:00,7.79,305,6.28,0.84,0.67,1849.05,3004.06,1.37,74,734,20,-1307.37,382.99
PV-Anlage,13.01.2024 17:00:00,71.99,306,14.23,14.74,43.02,1744.43,3210.89,35.77,41,46,43,-863.42,148.02
PV-Anlage,13.01.2024 18:00:00,46.02,307,38.45,4.98,2.59,100.73,3741.36,87.25,70,509,26,505.51,410.89
PV-Anlage,13.01.2024 19:00:00,53.28,308,14.67,29.55,9.06,1585.25,1108.85,89.84,59,170,5,877.18,327.42
PV-Anlage,13.01.2024 20:00:00,57.31,309,45.87,0.42,11.02,1148.82,1876.67,3.4,68,31,30,-658.9,169.71
PV-Anlage,13.01.2024 21:00:00,7.67,310,0.29,5.53,1.85,472.17,3804.57,52.75,97,697,23,177.5,240.92
PV-Anlage,13.01.2024 22:00:00,22.83,311,0.24,5.93,16.66,328.83,2968.13,72.51,29,195,26,-1009.73,428.99
PV-Anlage,13.01.2024 23:00:00,31.72,312,27.07,4.44,0.21,1003.64,919.54,92.57,63,669,79,1237.79,462.48
PV-Anlage,14.01.2024 00:00:00,81.61,313,32.24,22.64,26.73,1402.46,819.04,0.81,57,758,8,445.61,423.05
PV-Anlage,14.01.2024 01:00:00,85.09,314,55.33,18.52,11.24,481.81,3260.22,5.93,62,601,8,1309.32,239.11
PV-Anlage,14.01.2024 02:00:00,28.96,315,10.8,2.71,15.45,1654.03,1193.77,34.66,85,592,99,-40.29,339.09
PV-Anlage,14.01.2024 03:00:00,37.24,316,0.64,1.08,35.52,364.36,322.86,76.84,24,390,94,-454.75,346.89
PV-Anlage,14.01.2024 04:00:00,5.35,317,4.12,0.59,0.64,1920.93,1170.78,11.46,0,785,11,70.73,161.77
PV-Anlage,14.01.2024 05:00:00,53.4,318,0.56,32.84,20.0,265.1,3851.47,76.08,48,655,68,219.79,230.25
PV-Anlage,14.01.2024 06:00:00,53.21,319,16.49,7.96,28.76,999.59,1245.47,9.04,74,513,62,1107.55,311.52
PV-Anlage,14.01.2024 07:00:00,92.56,320,12.88,67.39,12.29,966.86,3481.27,55.76,69,185,82,-1604.09,135.49
PV-Anlage,14.01.2024 08:00:00,9.2,321,3.02,1.91,4.27,611.36,2815.77,32.47,22,873,56,-312.82,85.94
PV-Anlage,14.01.2024 09:00:00,60.39,322,44.34,11.28,4.77,1509.61,752.87,36.49,10,363,75,-1802.6,420.66
PV-Anlage,14.01.2024 10:00:00,46.35,323,17.59,15.2,13.56,1784.88,229.93,24.44,55,736,18,-1602.63,442.2
PV-Anlage,14.01.2024 11:00:00,98.59,324,97.54,0.11,0.94,527.34,2719.69,81.41,30,778,60,1310.18,359.59
PV-Anlage,14.01.2024 12:00:00,36.56,325,16.24,17.5,2.82,1498.9,3405.79,62.47,96,965,37,-695.55,334.37
PV-Anlage,14.01.2024 13:00:00,44.22,326,42.27,0.15,1.8,50.48,2776.51,41.19,3,564,57,785.63,359.16
PV-Anlage,14.01.2024 14:00:00,69.23,327,40.04,17.94,11.25,1236.36,2436.73,46.56,70,257,39,-381.11,72.76
PV-Anlage,14.01.2024 15:00:00,25.89,328,12.86,11.61,1.42,1494.27,246.85,12.19,29,708,32,-1446.61,352.68
PV-Anlage,14.01.2024 16:00:00,76.8,329,6.74,65.58,4.48,1612.68,2384.92,72.29,55,852,87,-100.03,400.71
PV-Anlage,14.01.2024 17:00:00,77.34,330,66.71,0.01,10.62,440.54,312.61,92.76,78,706,64,-347.43,187.96
PV-Anlage,14.01.2024 18:00:00,81.2,331,60.59,17.72,2.89,948.77,415.27,45.7,69,333,92,-1653.27,451.09
PV-Anlage,14.01.2024 19:00:00,89.77,332,74.46,0.07,15.24,28.09,2049.8,66.43,98,638,24,1879.52,158.95
PV-Anlage,14.01.2024 20:00:00,39.49,333,16.74,16.41,6.34,1497.25,1447.18,9.58,75,191,98,-1738.84,59.21
PV-Anlage,14.01.2024 21:00:00,73.2,334,31.74,8.65,32.81,1987.46,975.17,35.63,27,459,45,-449.3,214.05
PV-Anlage,14.01.2024 22:00:00,18.69,335,15.21,0.85,2.63,1845.69,3344.65,76.19,46,848,99,-1991.19,244.72
PV-Anlage,14.01.2024 23:00:00,73.63,336,68.56,0.96,4.11,1106.04,1045.09,93.03,96,37,54,1737.23,324.72
PV-Anlage,15.01.2024 00:00:00,28.91,337,15.69,4.51,8.71,109.48,2413.06,19.77,55,950,93,1604.33,158.98
PV-Anlage,15.01.2024 01:00:00,26.8,338,9.25,14.31,3.24,348.95,2100.65,84.51,77,853,10,-31.96,297.89
PV-Anlage,15.01.2024 02:00:00,32.26,339,9.13,7.6,15.53,261.16,804.48,27.07,28,452,63,386.76,303.48
PV-Anlage,15.01.2024 03:00:00,86.2,340,76.12,1.44,8.64,1175.52,3050.34,68.43,33,145,14,1288.78,249.46
PV-Anlage,15.01.2024 04:00:00,14.48,341,2.38,9.06,3.04,1829.67,1731.0,9.94,30,987,48,1671.29,299.21
PV-Anlage,15.01.2024 05:00:00,19.88,342,2.81,3.21,13.86,1979.36,3033.34,95.34,19,124,1,1444.98,250.37
PV-Anlage,15.01.2024 06:00:00,31.87,343,23.19,8.46,0.22,1107.83,1589.97,21.58,32,818,99,-1464.58,394.18
PV-Anlage,15.01.2024 07:00:00,11.02,344,3.69,2.07,5.26,476.66,3932.09,29.53,64,313,8,1373.9,161.57
PV-Anlage,15.01.2024 08:00:00,86.33,345,6.62,18.5,61.21,1676.13,153.09,64.4,51,957,7,-378.98,404.02
PV-Anlage,15.01.2024 09:00:00,64.05,346,35.67,6.47,21.91,1312.63,3706.2,12.85,8,888,47,-117.33,205.33
PV-Anlage,15.01.2024 10:00:00,22.28,347,19.77,2.03,0.48,627.76,2321.8,61.55,22,963,81,1171.39,223.59
PV-Anlage,15.01.2024 11:00:00,81.96,348,80.29,0.05,1.62,146.92,3488.7,51.37,60,800,33,887.16,496.72
PV-Anlage,15.01.2024 12:00:00,12.97,349,7.02,3.89,2.06,1773.73,339.52,44.78,98,543,5,748.04,171.98
PV-Anlage,15.01.2024 13:00:00,3.45,350,3.14,0.05,0.26,1544.57,1181.37,47.8,26,752,45,-1910.66,413.49
PV-Anlage,15.01.2024 14:00:00,64.43,351,7.13,7.0,50.3,794.02,3620.45,2.65,71,446,91,-901.5,272.57
PV-Anlage,15.01.2024 15:00:00,15.06,352,3.56,9.08,2.42,1768.1,3527.26,49.8,96,332,49,-1360.65,362.25
PV-Anlage,15.01.2024 16:00:00,14.9,353,7.25,2.87,4.78,1694.37,1615.92,16.97,29,252,77,-691.92,372.01
PV-Anlage,15.01.2024 17:00:00,1.32,354,0.81,0.4,0.11,1548.01,1872.74,68.98,2,154,25,-1641.14,319.55
PV-Anlage,15.01.2024 18:00:00,70.15,355,2.2,46.81,21.14,1943.84,2911.53,22.54,12,63,36,248.9,86.36
PV-Anlage,15.01.2024 19:00:00,94.34,356,7.08,62.19,25.07,399.05,3450.41,9.02,83,394,39,-1068.45,134.54
PV-Anlage,15.01.2024 20:00:00,11.2,357,4.51,1.63,5.06,1602.89,147.38,47.18,12,759,96,-90.97,213.52
PV-Anlage,15.01.2024 21:00:00,0.11,358,0.11,0.0,0.0,1663.46,3697.35,61.32,13,154,44,1180.87,291.74
PV-Anlage,15.01.2024 22:00:00,36.21,359,11.76,9.36,15.09,1561.94,1279.32,16.32,100,604,23,-914.91,434.64
PV-Anlage,15.01.2024 23:00:00,78.86,360,69.7,1.84,7.32,1497.27,1682.7,3.67,34,340,16,-1905.56,481.69
PV-Anlage,16.01.2024 00:00:00,24.1,361,10.82,11.4,1.88,38.85,2594.2,26.51,5,758,8,1433.47,172.3
PV-Anlage,16.01.2024 01:00:00,21.61,362,14.15,2.65,4.81,1545.75,1116.52,7.72,6,565,30,-1482.16,251.56
PV-Anlage,16.01.2024 02:00:00,92.82,363,52.55,36.71,3.56,1429.01,2683.43,78.89,26,165,14,-161.04,112.31
PV-Anlage,16.01.2024 03:00:00,68.19,364,64.06,3.65,0.48,115.96,1773.78,91.51,60,888,24,-884.33,154.19
PV-Anlage,16.01.2024 04:00:00,72.04,365,9.88,52.61,9.55,763.0,2673.48,7.75,5,412,37,-1915.98,481.25
PV-Anlage,16.01.2024 05:00:00,77.22,366,6.14,8.95,62.13,1142.42,2519.99,49.38,87,127,12,95.19,430.93
PV-Anlage,16.01.2024 06:00:00,25.09,367,13.98,10.62,0.49,1097.41,768.61,0.1,84,423,98,517.83,300.83
PV-Anlage,16.01.2024 07:00:00,80.35,368,42.0,0.15,38.2,1794.13,2762.45,37.59,54,508,16,-214.16,489.99
PV-Anlage,16.01.2024 08:00:00,11.74,369,10.25,1.08,0.41,547.04,3678.94,23.45,2,192,16,373.79,289.47
PV-Anlage,16.01.2024 09:00:00,44.55,370,24.36,5.52,14.67,1974.21,3091.0,11.92,27,468,48,-242.94,248.49
PV-Anlage,16.01.2024 10:00:00,81.43,371,21.95,39.27,20.21,929.9,1451.19,91.55,83,7,52,-1036.47,345.1
PV-Anlage,16.01.2024 11:00:00,57.47,372,10.02,7.15,40.3,1510.76,719.56,63.89,74,307,50,995.71,371.01
PV-Anlage,16.01.2024 12:00:00,9.25,373,9.22,0.01,0.02,1805.57,1953.6,73.93,50,235,53,1855.25,110.62
PV-Anlage,16.01.2024 13:00:00,98.11,374,90.93,0.48,6.7,718.06,3860.95,68.71,95,465,47,-1418.12,298.2
PV-Anlage,16.01.2024 14:00:00,76.12,375,28.88,44.15,3.09,1663.52,1382.68,67.43,25,793,87,509.07,485.83
PV-Anlage,16.01.2024 15:00:00,38.49,376,24.76,6.83,6.9,1973.05,1375.11,94.87,26,207,51,-755.57,149.4
PV-Anlage,16.01.2024 16:00:00,38.88,377,4.35,22.23,12.3,133.3,3816.55,41.97,59,556,47,1727.84,83.12
PV-Anlage,16.01.2024 17:00:00,63.64,378,12.0,29.1,22.54,1441.55,921.16,30.31,15,371,93,-1323.39,420.26
PV-Anlage,16.01.2024 18:00:00,98.37,379,52.33,22.81,23.23,1831.71,1898.36,11.02,63,737,85,-224.4,450.63
PV-Anlage,16.01.2024 19:00:00,8.98,380,7.26,1.06,0.66,1136.28,1728.99,54.09,18,611,29,-1733.88,465.15
PV-Anlage,16.01.2024 20:00:00,39.79,381,17.59,11.47,10.73,1404.77,1243.85,31.36,31,594,33,1513.98,97.71
PV-Anlage,16.01.2024 21:00:00,77.67,382,29.76,22.75,25.16,1497.27,997.81,44.64,81,150,36,-1637.47,246.44
PV-Anlage,16.01.2024 22:00:00,57.87,383,15.13,29.12,13.62,118.02,3255.24,95.34,88,805,23,1373.62,84.11
PV-Anlage,16.01.2024 23:00:00,53.08,384,49.65,0.88,2.55,330.93,2449.39,50.33,11,68,74,1700.64,350.37
PV-Anlage,17.01.2024 00:00:00,97.43,385,63.47,23.41,10.55,1965.26,2963.71,54.15,61,374,93,-1203.66,128.43
PV-Anlage,17.01.2024 01:00:00,3.24,386,1.13,1.99,0.12,583.46,2515.54,31.0,67,383,43,-382.05,61.09
PV-Anlage,17.01.2024 02:00:00,27.92,387,12.28,5.56,10.08,284.18,2004.29,57.09,91,908,63,-1079.21,60.77
PV-Anlage,17.01.2024 03:00:00,94.37,388,92.34,0.68,1.35,1117.98,497.21,1.02,86,935,2,-923.61,120.93
PV-Anlage,17.01.2024 04:00:00,88.22,389,82.08,6.12,0.02,1580.34,773.26,2.89,32,379,33,-612.37,275.1
PV-Anlage,17.01.2024 05:00:00,11.89,390,4.11,2.3,5.48,1426.77,2218.95,86.64,58,958,45,-938.76,485.25
PV-Anlage,17.01.2024 06:00:00,91.65,391,29.32,27.11,35.22,1558.16,355.75,46.23,49,714,76,501.5,220.83
PV-Anlage,17.01.2024 07:00:00,24.63,392,17.57,0.98,6.08,467.37,1458.96,49.37,22,976,12,1381.82,215.02
PV-Anlage,17.01.2024 08:00:00,38.82,393,35.33,2.13,1.36,307.29,1264.83,9.46,91,324,84,1951.23,131.94
PV-Anlage,17.01.2024 09:00:00,57.32,394,39.34,13.9,4.08,595.55,1431.31,95.05,35,839,73,1668.01,299.43
PV-Anlage,17.01.2024 10:00:00,84.39,395,82.85,0.19,1.35,1247.49,3972.31,33.76,23,309,83,386.76,192.63
PV-Anlage,17.01.2024 11:00:00,84.88,396,62.72,5.69,16.47,226.53,2394.46,94.32,98,203,43,1758.53,262.37
PV-Anlage,17.01.2024 12:00:00,95.43,397,42.12,27.79,25.52,1349.2,1152.85,69.36,75,767,2,-1449.88,478.1
PV-Anlage,17.01.2024 13:00:00,97.41,398,82.97,0.32,14.12,660.37,1935.1,11.94,94,483,35,555.45,318.42
PV-Anlage,17.01.2024 14:00:00,43.32,399,13.01,7.57,22.74,517.97,734.95,97.05,40,712,91,332.68,495.09
PV-Anlage,17.01.2024 15:00:00,97.35,400,32.82,48.05,16.48,1891.87,3785.8,73.85,13,544,37,607.15,383.13
PV-Anlage,17.01.2024 16:00:00,77.17,401,5.71,42.79,28.67,1756.0,1065.8,40.51,79,847,99,1817.54,111.67
PV-Anlage,17.01.2024 17:00:00,45.83,402,33.29,3.04,9.5,971.55,706.62,85.04,32,130,52,244.02,239.21
PV-Anlage,17.01.2024 18:00:00,36.43,403,2.42,11.49,22.52,1833.26,3884.23,5.47,78,826,23,170.55,385.36
PV-Anlage,17.01.2024 19:00:00,81.82,404,25.76,40.33,15.73,1937.65,2897.69,24.79,46,594,21,-93.95,312.35
PV-Anlage,17.01.2024 20:00:00,59.96,405,23.68,6.25,30.03,1392.24,2417.36,87.41,22,238,46,1316.86,431.97
PV-Anlage,17.01.2024 21:00:00,68.86,406,59.43,3.79,5.64,864.84,1785.84,96.8,45,608,28,-1132.04,420.56
PV-Anlage,17.01.2024 22:00:00,45.26,407,32.49,4.27,8.5,1270.56,3848.18,46.27,84,602,14,-1419.57,93.24
PV-Anlage,17.01.2024 23:00:00,93.21,408,59.48,8.84,24.89,1464.19,119.11,81.95,59,286,2,440.05,314.32
PV-Anlage,18.01.2024 00:00:00,28.69,409,0.09,16.4,12.2,910.03,2452.73,40.82,59,99,80,-399.92,166.28
PV-Anlage,18.01.2024 01:00:00,60.04,410,38.08,9.88,12.08,1664.49,3938.46,24.77,87,651,65,-130.57,380.4
